title,Affected country,type,link,description
Malaysia: Floods - Dec 2006,Malaysia,Flood,https://reliefweb.int/disaster/fl-2006-000189-mys,"No more information about this disaster. Use google by refering to the date, country and its type"
Indonesia: North and West Sumatra Earthquake - Dec 2006,Indonesia,Earthquake,https://reliefweb.int/disaster/eq-2006-000187-idn,"No more information about this disaster. Use google by refering to the date, country and its type"
Indonesia: Aceh Earthquake - Dec 2006,Indonesia,Earthquake,https://reliefweb.int/disaster/eq-2006-000186-idn,"No more information about this disaster. Use google by refering to the date, country and its type"
Indonesia: Landslide - Dec 2006,Indonesia,Land Slide,https://reliefweb.int/disaster/ls-2006-000185-idn,"No more information about this disaster. Use google by refering to the date, country and its type"
Typhoon Utor - Dec 2006,Philippines,Tropical Cyclone,https://reliefweb.int/disaster/tc-2006-000183-phl,"Typhoon Utor (local name “Seniang”) made landfall on south-eastern Samar, approx. 660 km southeast of Manila, at 1300 on 9 December 2006 with maximum sustained winds of 120 kph near the centre and gustiness of up to 150 kph. Typhoon Utor was the fifth that swept through the country that season. By 10 December, two people were reported dead, three injured and three were missing. A total of 91,121 people were affected while 90,295 were in 59 relocation centres. 8,983 stranded passengers were reported in the different seaports in the central parts of the country. (OCHA, 10 Dec 2006)"
Southeast Asia: Typhoon Durian - Dec 2006,Philippines,Tropical Cyclone,https://reliefweb.int/disaster/tc-2006-000175-phl,"Typhoon Durian, known as ""Reming"" in the Philippines, made landfall at Catanduanes on 30 November before moving westward to Mindoro on 1 December, south of Manila. Durian achieved maximum sustained winds of 190 kph at its centre with gusts of up to 225 kph. (OCHA, 1 Dec 2006). On 5 December, the Philippines National Disaster Coordinating Council reported 526 people confirmed dead, 740 missing and 1000 injured with a total of 1,543,778 people affected in 125 municipalities and 10 cities spread through 13 provinces. (OCHA, 5 Dec 2006)"
Republic of Congo: Floods and Landslides - Dec 2006,Congo,Flood,https://reliefweb.int/disaster/fl-2006-000172-cog,"No more information about this disaster. Use google by refering to the date, country and its type"
Jamaica: Floods - Nov 2006,Jamaica,Flood,https://reliefweb.int/disaster/fl-2006-000178-jam,"No more information about this disaster. Use google by refering to the date, country and its type"
Haiti: Floods - Nov 2006,Haiti,Flood,https://reliefweb.int/disaster/fl-2006-000171-hti,"No more information about this disaster. Use google by refering to the date, country and its type"
Indonesia: Sidoarjo mudflow and gas pipe explosion - Nov 2006,Indonesia,Technological Disaster,https://reliefweb.int/disaster/ac-2006-000170-idn,"No more information about this disaster. Use google by refering to the date, country and its type"
Horn of Africa: Floods - Nov 2006,Ethiopia,Flood,https://reliefweb.int/disaster/fl-2006-000169-som,"No more information about this disaster. Use google by refering to the date, country and its type"
Tanzania: Heavy Rains - Nov 2006,Tanzania,Flood,https://reliefweb.int/disaster/fl-2006-000164-tza,"No more information about this disaster. Use google by refering to the date, country and its type"
Typhoon Chebi - Nov 2006,Philippines,Tropical Cyclone,https://reliefweb.int/disaster/tc-2006-000162-phl,"On 12 November 2006, Typhoon Chebi (local name Queenie) affected the same areas as those hit by Typhoons Xangsane and Cimaron as it made landfall over the Province of Aurora as a category 3 typhoon. (IFRC, 15 Nov 2006)"
Afghanistan: Floods - Nov 2006,Afghanistan,Flash Flood,https://reliefweb.int/disaster/ff-2006-000163-afg,"No more information about this disaster. Use google by refering to the date, country and its type"
DPR Korea: Floods - Oct 2006,DPRK,Flood,https://reliefweb.int/disaster/fl-2006-000158-prk,"No more information about this disaster. Use google by refering to the date, country and its type"
Turkey: Floods - Nov 2006,Türkiye,Flood,https://reliefweb.int/disaster/fl-2006-000156-tur,"No more information about this disaster. Use google by refering to the date, country and its type"
Sri Lanka: Floods - Oct 2006,Sri Lanka,Flood,https://reliefweb.int/disaster/fl-2006-000155-lka,"As a result of the inter-monsoon rains combined with storms, several areas of Sri Lanka flooded. As of 1 November, the Disaster Management Centre reported that 25 people had been killed, two had been injured and about 333,000 people had been affected. (OCHA, 2 Nov 2006)"
Typhoon Cimaron - Oct 2006,Philippines,Tropical Cyclone,https://reliefweb.int/disaster/tc-2006-000153-phl,"One month after Typhoon Xangsane, Typhoon Cimaron (local name Paeng) struck the Philippines and caused the deaths of 27 people and injured 158 in the provinces of Aurora, Benguet, Isabela, Nueva Viscaya and Quirino. The super typhoon (category 5) emerged on 27 October 2006 as an active low pressure in the east Bicol Region; it made landfall over the southern Isabela province on 28 October. Maximum sustained winds were 195 kph with gusts of up to 230 kph."
Bangladesh: Storm - Oct 2006,Bangladesh,Severe Local Storm,https://reliefweb.int/disaster/st-2006-000152-bgd,"No more information about this disaster. Use google by refering to the date, country and its type"
Panama: Floods - Oct 2006,Panama,Flood,https://reliefweb.int/disaster/fl-2006-000151-pan,"No more information about this disaster. Use google by refering to the date, country and its type"
Papua New Guinea: Volcanic Eruption - Oct 2006,PNG,Volcano,https://reliefweb.int/disaster/vo-2006-000148-png,"No more information about this disaster. Use google by refering to the date, country and its type"
Guinea: Floods - Sep 2006,Guinea,Flood,https://reliefweb.int/disaster/fl-2006-000145-gin,"No more information about this disaster. Use google by refering to the date, country and its type"
Typhoon Xangsane - Sep 2006,Philippines,Tropical Cyclone,https://reliefweb.int/disaster/tc-2006-000144-phl,"Typhoon Xangsane (local name Milenyo), which landed on the Philippines on 28 September 2006, devastated the central part of the country, including the capital Manila, and affected 20 provinces. On 10 October, the National Disaster Coordinating Council reported that 153 people were killed, 406 people were injured and 75 people were missing. Nearly 3,842,000 people were affected. The number of damaged houses was 430,182 (103,625 totally damaged). The loss was estimated at about PHP 5.687 billion (approximately USD 113 million). (OCHA, 11 Oct 2006)"
Mexico: Tropical Storm Lane - Sep 2006,Mexico,Tropical Cyclone,https://reliefweb.int/disaster/tc-2006-000138-mex,"No more information about this disaster. Use google by refering to the date, country and its type"
Caribbean: Hurricane Florence - Sep 2006,Bermuda,Tropical Cyclone,https://reliefweb.int/disaster/tc-2006-000135-bmu,"No more information about this disaster. Use google by refering to the date, country and its type"
Côte d'Ivoire: Toxic waste pollution crisis – Sep 2006,Côte d'Ivoire,Technological Disaster,https://reliefweb.int/disaster/ac-2006-000134-civ,"According to various sources, hazardous substances were dumped from the vessel, 'Probo Koala' on or about 19 Aug 2006 at a number of sites in Abidjan, Côte d'Ivoire. Initially six people were reported to have died and several thousand sought health care through fear of contamination or inhaling fumes. Symptoms included intestinal and respiratory problems as well as nose bleeds, nausea and vomiting. The Government requested international assistance in dealing with the crisis on 4 Sep. As a result of the crisis, the Cabinet was dissolved on 6 Sep. On 9 Sep, an UNDAC team was requested by the UN Humanitarian Coordinator in Abidjan, to assist the UN and national authorities in coordination of the response to the crisis. (OCHA, 11 Sep 2006) As of 16 Oct, 10 deaths, 64 hospitalizations and 104,000 medical consultations had been recorded. The number of consultations per day had decreased from 3,600 in September to 70. (OCHA, 23 Oct 2006)"
Niger: Floods - Sep 2006,Niger,Flood,https://reliefweb.int/disaster/fl-2006-000133-ner,"No more information about this disaster. Use google by refering to the date, country and its type"
Mexico: Hurricane John - Aug 2006,Mexico,Tropical Cyclone,https://reliefweb.int/disaster/tc-2006-000132-mex,"No more information about this disaster. Use google by refering to the date, country and its type"
Cambodia: Floods - Aug 2006,Cambodia,Flood,https://reliefweb.int/disaster/fl-2006-000130-khm,"No more information about this disaster. Use google by refering to the date, country and its type"
Bangladesh: Floods - Aug 2006,Bangladesh,Flood,https://reliefweb.int/disaster/fl-2006-000131-bgd,"No more information about this disaster. Use google by refering to the date, country and its type"
Philippines: Guimaras Oil Spill – Aug 2006,Philippines,Technological Disaster,https://reliefweb.int/disaster/ac-2006-000140-phl,"At around 16:00 hours on 11 August 2006, the Depot Manager of Petron-Iloilo reported that Motor Tanker Solar I with a crew of 20 on board capsized due to weather and sea conditions approximately 16 nautical miles southwest of Guimaras Island. The exact location was N 10 15.31' E122 29.09' (13.3 nautical miles south of Lusacan Point, Guimaras) and it sunk to a depth of 640 metres. The tanker was chartered by Petron Corporation, the country's largest oil refiner, from Sunshine Maritime Development Corporation to transport 13,000 barrels, or 2,067,000 litres, of industrial fuel oil or bunker oil, from Lamao, Bataan to Zamboanga City. 18 crewmembers survived while two were reported missing. The tanker spilled more than 200,000 litres of oil."
Nepal: Floods - Aug 2006,Nepal,Flood,https://reliefweb.int/disaster/fl-2006-000127-npl,"No more information about this disaster. Use google by refering to the date, country and its type"
Caribbean: Tropical Storm Ernesto - Aug 2006,Bahamas,Tropical Cyclone,https://reliefweb.int/disaster/tc-2006-000126-jam,"No more information about this disaster. Use google by refering to the date, country and its type"
Thailand: Floods - Aug 2006,Thailand,Flood,https://reliefweb.int/disaster/fl-2006-000125-tha,"No more information about this disaster. Use google by refering to the date, country and its type"
Indonesia: Fires and Haze - Aug 2006,Indonesia,Wild Fire,https://reliefweb.int/disaster/wf-2006-000184-idn,"No more information about this disaster. Use google by refering to the date, country and its type"
Uganda: Floods - Aug 2006,Uganda,Flood,https://reliefweb.int/disaster/fl-2006-000124-uga,"In August 2006, heavy rains caused devastating floods in Eastern Uganda when rivers Ngenge and Atari in Kapchorwa and Sironko districts respectively burst their banks. The flooding displaced 1680 people and killed three. Livestock, crop fields and stored food were affected and houses and household items were damaged. Many water sources were destroyed, with several being contaminated with faecal matter from overflowing sanitary facilities. The most affected areas included five villages of Kapkwot parish, Ngenge sub-county in Kapchorwa District and four villages of Bumufuni parish, Bunambutye sub-county in Sironko District. (IFRC, 11 Sep 2007)"
